,Mobile_name,Processor,Storage,Screen_Length,Camera,Battery,Warranty,Rating & Reviews, Discount
793,Itel Magic X,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,3.639 Ratings & 2 Reviews,16% off
794,"SAMSUNG Galaxy F22 (Denim Black, 128 GB)",A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,"4.361,613 Ratings & 5,745 Reviews",3% off
795,"POCO C31 (Royal Blue, 64 GB)",Brand Warranty of 1 Year,Brand Warranty of 1 Year,Brand Warranty of 1 Year,Brand Warranty of 1 Year,Brand Warranty of 1 Year,Brand Warranty of 1 Year,"4.31,60,351 Ratings & 10,133 Reviews",26% off
796,Itel MagicX,128 GB ROM,128 GB ROM,128 GB ROM,128 GB ROM,128 GB ROM,128 GB ROM,419 Ratings & 1 Reviews,26% off
797,Itel Power 410,15.49 cm (6.1 inch) Super Retina XDR Display,15.49 cm (6.1 inch) Super Retina XDR Display,15.49 cm (6.1 inch) Super Retina XDR Display,15.49 cm (6.1 inch) Super Retina XDR Display,15.49 cm (6.1 inch) Super Retina XDR Display,15.49 cm (6.1 inch) Super Retina XDR Display,"4.11,534 Ratings & 149 Reviews",5% off
798,"OPPO K10 (Blue Flame, 128 GB)",12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,"4.476,622 Ratings & 5,620 Reviews",5% off
799,"OPPO K10 (Black Carbon, 128 GB)",A15 Bionic Chip Processor,A15 Bionic Chip Processor,A15 Bionic Chip Processor,A15 Bionic Chip Processor,A15 Bionic Chip Processor,A15 Bionic Chip Processor,"4.476,622 Ratings & 5,620 Reviews",4% off
800,"APPLE iPhone 11 (White, 128 GB)",Brand Warranty for 1 Year,Brand Warranty for 1 Year,Brand Warranty for 1 Year,Brand Warranty for 1 Year,Brand Warranty for 1 Year,Brand Warranty for 1 Year,"4.61,66,952 Ratings & 9,935 Reviews",5% off
801,"APPLE iPhone 11 (Black, 128 GB)",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,"4.61,66,952 Ratings & 9,935 Reviews",5% off
802,Itel IT5026,4.57 cm (1.8 inch) Quarter QVGA Display,4.57 cm (1.8 inch) Quarter QVGA Display,4.57 cm (1.8 inch) Quarter QVGA Display,4.57 cm (1.8 inch) Quarter QVGA Display,4.57 cm (1.8 inch) Quarter QVGA Display,4.57 cm (1.8 inch) Quarter QVGA Display,4970 Ratings & 93 Reviews,25% off
803,Itel ACE 2N,0MP Front Camera,0MP Front Camera,0MP Front Camera,0MP Front Camera,0MP Front Camera,0MP Front Camera,4.1217 Ratings & 12 Reviews,29% off
804,"APPLE iPhone 13 (Midnight, 128 GB)",1000 mAh Lithium Ion Battery,1000 mAh Lithium Ion Battery,1000 mAh Lithium Ion Battery,1000 mAh Lithium Ion Battery,1000 mAh Lithium Ion Battery,1000 mAh Lithium Ion Battery,"4.71,58,288 Ratings & 8,584 Reviews",4% off
805,"APPLE iPhone 13 (Blue, 128 GB)",Mediatek MT6261D Processor,Mediatek MT6261D Processor,Mediatek MT6261D Processor,Mediatek MT6261D Processor,Mediatek MT6261D Processor,Mediatek MT6261D Processor,"4.71,58,288 Ratings & 8,584 Reviews",25% off
806,Itel Ace 2,12+1 Month Warranty on Device and 6 Months on Accessories,12+1 Month Warranty on Device and 6 Months on Accessories,12+1 Month Warranty on Device and 6 Months on Accessories,12+1 Month Warranty on Device and 6 Months on Accessories,12+1 Month Warranty on Device and 6 Months on Accessories,12+1 Month Warranty on Device and 6 Months on Accessories,4565 Ratings & 56 Reviews,3% off
807,"Tecno Pova 3 (Tech Silver, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4.3116 Ratings & 9 Reviews,16% off
808,"APPLE iPhone 11 (Black, 64 GB)",64 GB ROM,64 GB ROM,64 GB ROM,64 GB ROM,64 GB ROM,64 GB ROM,"4.61,66,952 Ratings & 9,935 Reviews",6% off
809,"APPLE iPhone 11 (White, 64 GB)",15.49 cm (6.1 inch) Liquid Retina HD Display,15.49 cm (6.1 inch) Liquid Retina HD Display,15.49 cm (6.1 inch) Liquid Retina HD Display,15.49 cm (6.1 inch) Liquid Retina HD Display,15.49 cm (6.1 inch) Liquid Retina HD Display,15.49 cm (6.1 inch) Liquid Retina HD Display,"4.61,66,952 Ratings & 9,935 Reviews",6% off
810,"APPLE iPhone 13 (Pink, 128 GB)",12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,12MP + 12MP | 12MP Front Camera,"4.71,58,288 Ratings & 8,584 Reviews",5% off
811,Itel Magic X,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,A13 Bionic Chip Processor,3.639 Ratings & 2 Reviews,23% off
